id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,SGSN(2.5&3G),GGSN-C(2.5&3G),MME(4G),S/PGW-C(4G),NB-IoT(4G),5G MME(5G NSA),5G S/PGW-C(5G NSA),AMF(5G SA),SMF(5G SA),NRF(5G SA)
UNC:WSFD-101405,WSFD-101405,Category 18基础功能,UNC,20.15.2,false,高速数据连接解决方案,WSFD-101400,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101406,WSFD-101406,Category 19基础功能,UNC,20.15.2,false,高速数据连接解决方案,WSFD-101400,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101407,WSFD-101407,Category 20~26基础功能,UNC,20.15.2,false,高速数据连接解决方案,WSFD-101400,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101500,WSFD-101500,LTE-A高速承载接入,UNC,20.15.2,true,高速数据连接解决方案,,目录,,,,,,,,,
UNC:WSFD-101501,WSFD-101501,"Category 6接入, 300Mbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101502,WSFD-101502,"Category 9/10接入, 450 Mbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101503,WSFD-101503,"Category 11/12接入, 600 Mbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101504,WSFD-101504,"Category 15/16接入, 1Gbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101505,WSFD-101505,"Category 18接入, 1.2Gbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101506,WSFD-101506,"Category 19接入, 1.6Gbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-101507,WSFD-101507,"Category 20~26接入, 3.5Gbit/s",UNC,20.15.2,false,高速数据连接解决方案,WSFD-101500,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102000,WSFD-102000,VoLTE基本功能,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102001,WSFD-102001,VoLTE基础语音业务,UNC,20.15.2,false,语音基本包,WSFD-102000,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102003,WSFD-102003,SRVCC,UNC,20.15.2,false,语音基本包,WSFD-102000,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102004,WSFD-102004,基于VoLTE的优先语音服务,UNC,20.15.2,false,语音基本包,WSFD-102000,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102005,WSFD-102005,基于VoLTE的信令最短路径优选,UNC,20.15.2,false,语音基本包,WSFD-102000,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102100,WSFD-102100,VoLTE优先级语音特性包,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102101,WSFD-102101,VoLTE紧急呼叫,UNC,20.15.2,false,语音基本包,WSFD-102100,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102102,WSFD-102102,VoLTE紧急呼叫的定位(NI-LR),UNC,20.15.2,false,语音基本包,WSFD-102100,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102200,WSFD-102200,VoLTE业务快速恢复,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102202,WSFD-102202,P-CSCF故障时IMS业务恢复,UNC,20.15.2,false,语音基本包,WSFD-102200,-,-,-,M,-,-,M,-,M,-
UNC:WSFD-102203,WSFD-102203,基于PCRF/PCF的VoLTE业务快速恢复,UNC,20.15.2,false,语音基本包,WSFD-102200,-,-,-,M,,-,M,-,-,-
UNC:WSFD-102300,WSFD-102300,CSFB基本功能,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102301,WSFD-102301,基于CSFB的语音业务,UNC,20.15.2,false,语音基本包,WSFD-102300,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102400,WSFD-102400,基于CSFB的扩展业务包,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102401,WSFD-102401,基于CSFB的USSD业务,UNC,20.15.2,false,语音基本包,WSFD-102400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102402,WSFD-102402,基于CSFB的LCS业务,UNC,20.15.2,false,语音基本包,WSFD-102400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102403,WSFD-102403,基于CSFB的LA&TA协同,UNC,20.15.2,false,语音基本包,WSFD-102400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102404,WSFD-102404,基于CSFB的LA快速选择,UNC,20.15.2,false,语音基本包,WSFD-102400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102500,WSFD-102500,CSFB业务功能增强,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102501,WSFD-102501,CSFB紧急呼叫,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102502,WSFD-102502,基于CSFB的优先语音服务,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102503,WSFD-102503,CSFB被叫恢复,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102504,WSFD-102504,MSC Pool场景下的CSFB,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102505,WSFD-102505,基于CSFB的Multi PLMN,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102506,WSFD-102506,Flash CSFB with RIM,UNC,20.15.2,false,语音基本包,WSFD-102500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-102600,WSFD-102600,Push to Talk,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102601,WSFD-102601,LTE一键通基础功能,UNC,20.15.2,false,语音基本包,WSFD-102600,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102602,WSFD-102602,LTE一键通,UNC,20.15.2,false,语音基本包,WSFD-102600,-,-,M,M,-,M,M,-,-,-
UNC:WSFD-102700,WSFD-102700,5G网络语音业务,UNC,20.15.2,true,语音基本包,,目录,,,,,,,,,
UNC:WSFD-102701,WSFD-102701,VoNR基础语音业务,UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,,-,-,M,M,-
UNC:WSFD-102702,WSFD-102702,EPS Fallback,UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-102703,WSFD-102703,EPS Fallback紧急呼叫,UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-102705,WSFD-102705,基于VoNR的优先语音服务,UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-102706,WSFD-102706,VoNR紧急呼叫,UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-102707,WSFD-102707,VoNR紧急呼叫的定位(NI-LR),UNC,20.15.2,false,语音基本包,WSFD-102700,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-103000,WSFD-103000,安全管理基本功能,UNC,20.15.2,true,安全解决方案基本包,,目录,,,,,,,,,
UNC:WSFD-103004,WSFD-103004,设备标识检查,UNC,20.15.2,false,安全解决方案基本包,WSFD-103000,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-103005,WSFD-103005,基于用户群的灵活鉴权,UNC,20.15.2,false,安全解决方案基本包,WSFD-103000,M,-,M,-,M,M,-,-,-,-
UNC:WSFD-103006,WSFD-103006,1/N设备标识检查,UNC,20.15.2,false,安全解决方案基本包,WSFD-103000,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-103007,WSFD-103007,IMSI隐私保护,UNC,20.15.2,false,安全解决方案基本包,WSFD-103000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-104000,WSFD-104000,IPV6基本功能,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104001,WSFD-104001,IPv6承载上下文,UNC,20.15.2,false,组网演进基本包,WSFD-104000,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-104002,WSFD-104002,IPv4v6双栈接入,UNC,20.15.2,false,组网演进基本包,WSFD-104000,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-104003,WSFD-104003,IPv6在线计费,UNC,20.15.2,false,组网演进基本包,WSFD-104000,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-104004,WSFD-104004,IPv6前缀代理,UNC,20.15.2,false,组网演进基本包,WSFD-104000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-104005,WSFD-104005,DHCPv6地址分配,UNC,20.15.2,false,组网演进基本包,WSFD-104000,-,M,-,M,,-,M,-,M,-
UNC:WSFD-104100,WSFD-104100,POOL-4G,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104101,WSFD-104101,MME Pool,UNC,20.15.2,false,组网演进基本包,WSFD-104100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-104102,WSFD-104102,MME过载控制,UNC,20.15.2,false,组网演进基本包,WSFD-104100,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104103,WSFD-104103,MME Pool用户迁移,UNC,20.15.2,false,组网演进基本包,WSFD-104100,-,-,E,-,M,E,-,-,-,-
UNC:WSFD-104200,WSFD-104200,POOL-2/3G,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104201,WSFD-104201,SGSN Pool用户迁移,UNC,20.15.2,false,组网演进基本包,WSFD-104200,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104202,WSFD-104202,MSC Pool内的用户迁移（Gs接口）,UNC,20.15.2,false,组网演进基本包,WSFD-104200,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104203,WSFD-104203,Iu-flex,UNC,20.15.2,false,组网演进基本包,WSFD-104200,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104204,WSFD-104204,Gb-flex,UNC,20.15.2,false,组网演进基本包,WSFD-104200,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104300,WSFD-104300,POOL-5G,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104301,WSFD-104301,AMF Pool,UNC,20.15.2,false,组网演进基本包,WSFD-104300,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-104302,WSFD-104302,AMF Pool用户迁移,UNC,20.15.2,false,组网演进基本包,WSFD-104300,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-104400,WSFD-104400,组网接口能力,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104401,WSFD-104401,支持多HPLMN功能,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-104402,WSFD-104402,eNodeB SON信息传送功能,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-104404,WSFD-104404,基于权重/优先级的Diameter负荷分担,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,-,M,-,M,M,-,-,-,-
UNC:WSFD-104405,WSFD-104405,基于SGs和Sv接口的默认MSC选择,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104406,WSFD-104406,NACC,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,-,M,-,-,M,-,-,-,-
UNC:WSFD-104407,WSFD-104407,支持Gs接口,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104408,WSFD-104408,通过SGs接口实现短消息,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104409,WSFD-104409,多信令点功能,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104410,WSFD-104410,L2TP VPN,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-104411,WSFD-104411,MPLS VPN,UNC,20.15.2,false,组网演进基本包,WSFD-104400,M,M,M,M,-,M,M,M,M,M
UNC:WSFD-104412,WSFD-104412,逻辑接口支持IPV6,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,-,M,M,-,M,M,M,M,M
UNC:WSFD-104413,WSFD-104413,DHCP功能,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,M,-,M,,-,M,-,M,-
UNC:WSFD-104417,WSFD-104417,eNB IP冲突检测,UNC,20.15.2,false,组网演进基本包,WSFD-104400,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104500,WSFD-104500,组网能力增强,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104501,WSFD-104501,LTE和UMTS 网络之间的重选,UNC,20.15.2,false,组网演进基本包,WSFD-104500,M,M,M,M,-,M,M,-,-,-
UNC:WSFD-104502,WSFD-104502,LTE和GSM 网络之间的重选,UNC,20.15.2,false,组网演进基本包,WSFD-104500,M,M,M,M,-,M,M,-,-,-
UNC:WSFD-104503,WSFD-104503,LTE和UMTS PS网络之间的切换,UNC,20.15.2,false,组网演进基本包,WSFD-104500,M,M,M,M,-,M,M,-,-,-
UNC:WSFD-104504,WSFD-104504,CDMA与LTE的非优化切换,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104505,WSFD-104505,LTE和WiFi 网络之间的切换,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-104506,WSFD-104506,支持Direct Tunnel功能,UNC,20.15.2,false,组网演进基本包,WSFD-104500,M,M,-,-,-,-,-,-,-,-
UNC:WSFD-104507,WSFD-104507,切换策略控制,UNC,20.15.2,false,组网演进基本包,WSFD-104500,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-104508,WSFD-104508,SCTP,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,M,-,M,-,-,M,-,-,-
UNC:WSFD-104509,WSFD-104509,SGSN的黑白名单,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,M,-,M,-,-,M,-,-,-
UNC:WSFD-104510,WSFD-104510,LTE与5G SA网络间重选,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,-,M,M,-,-,-,M,M,-
UNC:WSFD-104511,WSFD-104511,LTE与5G SA网络间切换,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,-,M,M,-,-,-,M,M,-
UNC:WSFD-104512,WSFD-104512,跨区域移动性管理,UNC,20.15.2,false,组网演进基本包,WSFD-104500,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-104600,WSFD-104600,NSA(Opt.3)用户面选择,UNC,20.15.2,true,组网演进基本包,,目录,,,,,,,,,
UNC:WSFD-104601,WSFD-104601,支持基于终端能力选择用户面,UNC,20.15.2,false,组网演进基本包,WSFD-104600,-,-,-,-,-,M,-,-,-,-
UNC:WSFD-104602,WSFD-104602,NSA用户业务连续性保障,UNC,20.15.2,false,组网演进基本包,WSFD-104600,M,-,-,-,-,M,-,-,-,-
UNC:WSFD-105000,WSFD-105000,网络QoS管理基本功能,UNC,20.15.2,true,网络QoS管理基本包,,目录,,,,,,,,,
UNC:WSFD-105001,WSFD-105001,QoS覆盖,UNC,20.15.2,false,网络QoS管理基本包,WSFD-105000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-105002,WSFD-105002,漫游用户QoS限制,UNC,20.15.2,false,网络QoS管理基本包,WSFD-105000,M,-,-,-,-,-,-,-,-,-
