source_command_id,source_param,target_command_id,target_param,condition_value,condition_expression,dep_type
UNC:RMV SGSNIPNUM,,UNC:RMV SGSNIPNUM,IPV4,,当“IP地址类型”为“IPV4(IPV4)”时，该参数有效。,intra_command_unparsed
UNC:RMV SGSNIPNUM,,UNC:RMV SGSNIPNUM,IPV6,,当“IP地址类型”为“IPV6(IPV6)”时，该参数有效。,intra_command_unparsed
UNC:ADD SGSNIPNUM,,UNC:ADD SGSNIPNUM,IPV4,,当“IP地址类型”为“IPV4(IPV4)”时，该参数有效。,intra_command_unparsed
UNC:ADD SGSNIPNUM,,UNC:ADD SGSNIPNUM,IPV6,,当“IP地址类型”为“IPV6(IPV6)”时，该参数有效。,intra_command_unparsed
UNC:LST SGSNIPNUM,,UNC:LST SGSNIPNUM,IPV4,,当“IP地址类型”为“IPV4(IPV4)”时，该参数有效,intra_command_unparsed
UNC:LST SGSNIPNUM,,UNC:LST SGSNIPNUM,IPV6,,当“IP地址类型”为“IPV6(IPV6)”时，该参数有效,intra_command_unparsed
UNC:LST HSFNTIME,,UNC:LST HSFNTIME,GPSBEGIN,,"该参数在
“时间类型”
参数配置为
“GPS”
后生效。",intra_command_unparsed
UNC:LST HSFNTIME,,UNC:LST HSFNTIME,DATE,,"- 该参数在“使用GPS起始时间”参数配置为“否”后生效。
- 该参数在“时间类型”参数配置为“UTC”后生效。",intra_command_unparsed
UNC:LST HSFNTIME,,UNC:LST HSFNTIME,TIME,,"- 该参数在“使用GPS起始时间”参数配置为“否”后生效。
- 该参数在“时间类型”参数配置为“UTC”后生效。",intra_command_unparsed
UNC:LST HSFNTIME,,UNC:LST HSFNTIME,GPSLEAPSEC,,"该参数在
“使用GPS起始时间”
参数设置后生效。",intra_command_unparsed
UNC:SET HSFNTIME,,UNC:SET HSFNTIME,GPSBEGIN,,"该参数在
“时间类型”
参数配置为
“GPS”
后生效。",intra_command_unparsed
UNC:SET HSFNTIME,,UNC:SET HSFNTIME,DATE,,"- 该参数在“使用GPS起始时间”参数配置为“否”后生效。
- 该参数在“时间类型”参数配置为“UTC”后生效。",intra_command_unparsed
UNC:SET HSFNTIME,,UNC:SET HSFNTIME,TIME,,"- 该参数在“使用GPS起始时间”参数配置为“否”后生效。
- 该参数在“时间类型”参数配置为“UTC”后生效。",intra_command_unparsed
UNC:SET HSFNTIME,,UNC:SET HSFNTIME,GPSLEAPSEC,,"该参数在
“使用GPS起始时间”
参数设置后生效。",intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,SMSCTRL,,该参数在“通信包数控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMPKG,,该参数在“通信包数控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMTIME,,该参数在“通信持续时长控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMPERIODUNIT,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMPERIOD,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMPERIODSERTIME,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMFRE,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMWEEK,,该参数在“通信频度”参数配置为“周”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,COMMONTH,,该参数在“通信频度”参数配置为“月”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,BEGINTIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,ENDTIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:MOD M2MSIGCTRL,,UNC:MOD M2MSIGCTRL,SERVICETIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,SMSCTRL,,"该参数在“通信包数控制开关”参数配置为
“ON（打开）”
后生效。",intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMPKG,,该参数在“通信包数控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMTIME,,该参数在“通信持续时长控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMPERIODUNIT,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMPERIOD,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMPERIODSERTIME,,该参数在“通信周期控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMFRE,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMWEEK,,该参数在“通信频度”参数配置为“周”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,COMMONTH,,该参数在“通信频度”参数配置为“月”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,BEGINTIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,ENDTIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:ADD M2MSIGCTRL,,UNC:ADD M2MSIGCTRL,SERVICETIME,,该参数在“通信时段控制开关”参数配置为“ON”后生效。,intra_command_unparsed
UNC:SET M2MCTRL,,UNC:SET M2MCTRL,CHK_ENB_ATTR_SW,,"该参数在
“无线优化寻呼开关”
设置为
“ON(打开)”
时有效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“FOREIGN_USER(外网用户)”
或
“HOME_USER(本网用户)”
后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX(指定IMSI前缀)”
后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,ACTIVETIMERSRC,,"该参数在""PSM 开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,ACTIVETIMER,,"该参数在""Active Timer来源""参数配置为""使用配置""或""UE可达订阅优先""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,DELAYSEND,,"该参数在""PSM 开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NBECL,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NBPTW,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,WBECL,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,WBPTW,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,PSMANDEDRX,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,UPRATECTL,,"该参数在""CP优化功能""参数配置为""支持""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,DOWNRATECTL,,"该参数在""CP优化功能""参数配置为""支持""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,SIGCTRLINDEX,,"该参数在""信令控制开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NBEDRXSUBPRI,,"该参数在
“eDRX开关”
参数配置为
“ON（打开）”
后生效",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,WBEDRXSUBPRI,,"该参数在
“eDRX开关”
参数配置为
“ON（打开）”
后生效",intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NBPTWSUBPRI,,该参数在“eDRX开关”参数配置为“ON（打开）”后生效。,intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,WBPTWSUBPRI,,该参数在“eDRX开关”参数配置为“ON（打开）”后生效。,intra_command_unparsed
UNC:MOD M2MPLCY,,UNC:MOD M2MPLCY,NBDRX,,"该参数在"" NB-IoT用户支持NB-DRX ""参数配置为""是""后生效。",intra_command_unparsed
UNC:RMV M2MPLCY,,UNC:RMV M2MPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“FOREIGN_USER(外网用户)”
或
“HOME_USER(本网用户)”
后生效。",intra_command_unparsed
UNC:RMV M2MPLCY,,UNC:RMV M2MPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX(指定IMSI前缀)”
后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“FOREIGN_USER(外网用户)”
或
“HOME_USER(本网用户)”
后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX(指定IMSI前缀)”
后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,ACTIVETIMERSRC,,"该参数在""PSM 开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,ACTIVETIMER,,"该参数在""Active Timer来源""参数配置为""使用配置""或""UE可达订阅优先""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,DELAYSEND,,"该参数在""PSM 开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NBECL,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NBPTW,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,WBECL,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,WBPTW,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,PSMANDEDRX,,"该参数在""eDRX开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,UPRATECTL,,"该参数在""CP优化功能""参数配置为""支持""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,DOWNRATECTL,,"该参数在""CP优化功能""参数配置为""支持""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,SIGCTRLINDEX,,"该参数在""信令控制开关""参数配置为""打开""后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NBEDRXSUBPRI,,"该参数在
“eDRX开关”
参数配置为
“ON（打开）”
后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,WBEDRXSUBPRI,,"该参数在
“eDRX开关”
参数配置为
“ON（打开）”
后生效。",intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NBPTWSUBPRI,,该参数在“eDRX开关”参数配置为“ON（打开）”后生效。,intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,WBPTWSUBPRI,,该参数在“eDRX开关”参数配置为“ON（打开）”后生效。,intra_command_unparsed
UNC:ADD M2MPLCY,,UNC:ADD M2MPLCY,NBDRX,,"该参数在"" NB-IoT用户支持NB-DRX ""参数配置为""是""后生效。",intra_command_unparsed
UNC:LST M2MPLCY,,UNC:LST M2MPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“FOREIGN_USER(外网用户)”
或
“HOME_USER(本网用户)”
后生效。",intra_command_unparsed
UNC:LST M2MPLCY,,UNC:LST M2MPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX(指定IMSI前缀)”
后生效。",intra_command_unparsed
UNC:MOD NONIPSUBCTRL,,UNC:MOD NONIPSUBCTRL,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX”
时，该参数才有效。",intra_command_unparsed
UNC:MOD NONIPSUBCTRL,,UNC:MOD NONIPSUBCTRL,APNNIGROUPID,,"该参数在
“支持Non-IP的APNNI”
参数配置为
“指定APNNI”
后生效。",intra_command_unparsed
UNC:MOD NONIPSUBCTRL,,UNC:MOD NONIPSUBCTRL,DFTAPNNI,,"该参数在
“支持Non-IP的APNNI”
参数配置为
“指定APNNI”
后生效。",intra_command_unparsed
UNC:RMV NONIPSUBCTRL,,UNC:RMV NONIPSUBCTRL,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX”
时，该参数才有效。",intra_command_unparsed
UNC:ADD NONIPSUBCTRL,,UNC:ADD NONIPSUBCTRL,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX”
时，该参数才有效。",intra_command_unparsed
UNC:ADD NONIPSUBCTRL,,UNC:ADD NONIPSUBCTRL,APNNIGROUPID,,"该参数在
“支持Non-IP的APNNI”
参数配置为
“指定APNNI”
后生效。",intra_command_unparsed
UNC:ADD NONIPSUBCTRL,,UNC:ADD NONIPSUBCTRL,DFTAPNNI,,"该参数在
“支持Non-IP的APNNI”
参数配置为
“指定APNNI”
后生效。",intra_command_unparsed
UNC:LST NONIPSUBCTRL,,UNC:LST NONIPSUBCTRL,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX”
时，该参数才有效。",intra_command_unparsed
UNC:RMV MDTCTX,,UNC:RMV MDTCTX,IMSI,,"该参数在
“删除方式”
设置为
“BYIMSI(指定IMSI)”
时有效。",intra_command_unparsed
UNC:DSP MDTCTX,,UNC:DSP MDTCTX,IMSI,,"该参数在
“查询方式”
参数配置为指定为
“BYIMSI”
后生效。",intra_command_unparsed
UNC:SET MDTCTRL,,UNC:SET MDTCTRL,MDTCFGPLCY,,该参数在“MDT开关”设置为“ON(打开)”后生效。,intra_command_unparsed
UNC:MOD S1SMARTRULE,,UNC:MOD S1SMARTRULE,MINBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:MOD S1SMARTRULE,,UNC:MOD S1SMARTRULE,MAXBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:ADD S1SMARTRULE,,UNC:ADD S1SMARTRULE,MINBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:ADD S1SMARTRULE,,UNC:ADD S1SMARTRULE,MAXBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:MOD SMARTACT,,UNC:MOD SMARTACT,MINBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:MOD SMARTACT,,UNC:MOD SMARTACT,MAXBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:ADD SMARTACT,,UNC:ADD SMARTACT,MINBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:ADD SMARTACT,,UNC:ADD SMARTACT,MAXBOT,,"该参数在
“Backoff Timer分配开关”
参数配置为
“ON(开)”
后生效。",intra_command_unparsed
UNC:RMV IMEILIB,,UNC:RMV IMEILIB,IMEITAC,,"当
“选择方式”
配置为
“IMEI_TAC(设备型号核准号码)”
时，此参数才生效。",intra_command_unparsed
UNC:RMV IMEILIB,,UNC:RMV IMEILIB,UETYPE,,"当
“选择方式”
配置为
“UE_TYPE(终端类型)”
时，此参数才生效。",intra_command_unparsed
UNC:LST IMEILIB,,UNC:LST IMEILIB,IMEITAC,,"当
“选择方式”
配置为
“IMEI_TAC(设备型号核准号码)”
时，此参数才生效。",intra_command_unparsed
UNC:LST IMEILIB,,UNC:LST IMEILIB,UETYPE,,"当
“选择方式”
配置为
“UE_TYPE(终端类型)”
时，此参数才生效。",intra_command_unparsed
UNC:MOD APNNICHARACT,,UNC:MOD APNNICHARACT,APNNI,,"APNNI已添加，参见
[**ADD APNNICHARACT**](增加APNNI属性配置信息(ADD APNNICHARACT)_72345265.md)
。",intra_command_unparsed
UNC:MOD APNNICHARACT,,UNC:MOD APNNICHARACT,RSVIDLEUSERTMR,,"该参数在
“是否永久保留非活动用户”
参数设置为
“否”
时，才需要配置。",intra_command_unparsed
UNC:ADD APNNICHARACT,,UNC:ADD APNNICHARACT,RSVIDLEUSERTMR,,"该参数在
“是否永久保留非活动用户”
参数设置为
“否”
时，才需要配置。",intra_command_unparsed
UNC:MOD IMSIAPNCONVERT,,UNC:MOD IMSIAPNCONVERT,IMSIPRE,,"该参数在
“用户范围”
参数设置为
“IMSI_PREFIX(指定IMSI前缀)”
时，才需要配置。",intra_command_unparsed
UNC:MOD IMSIAPNCONVERT,,UNC:MOD IMSIAPNCONVERT,IMSI,,"该参数在
“用户范围”
参数设置为
“IMSI_RANGE(指定IMSI范围)”
时，才需要配置。",intra_command_unparsed
UNC:RMV IMSIAPNCONVERT,,UNC:RMV IMSIAPNCONVERT,IMSIPRE,,"该参数在
“用户范围”
参数设置为
“IMSI_PREFIX(指定IMSI前缀)”
时，才需要配置。",intra_command_unparsed
UNC:RMV IMSIAPNCONVERT,,UNC:RMV IMSIAPNCONVERT,IMSI,,"该参数在
“用户范围”
参数设置为
“IMSI_RANGE(指定IMSI范围)”
时，才需要配置。",intra_command_unparsed
UNC:ADD IMSIAPNCONVERT,,UNC:ADD IMSIAPNCONVERT,IMSIPRE,,"该参数在
“用户范围”
参数设置为
“IMSI_PREFIX(指定IMSI前缀)”
时，才需要配置。",intra_command_unparsed
UNC:ADD IMSIAPNCONVERT,,UNC:ADD IMSIAPNCONVERT,BEGIMSI,,"该参数在
“用户范围”
参数设置为
“IMSI_RANGE(指定IMSI范围)”
时，才需要配置。",intra_command_unparsed
UNC:ADD IMSIAPNCONVERT,,UNC:ADD IMSIAPNCONVERT,ENDIMSI,,"该参数在
“用户范围”
参数设置为
“IMSI_RANGE(指定IMSI范围)”
时，才需要配置。",intra_command_unparsed
UNC:LST IMSIAPNCONVERT,,UNC:LST IMSIAPNCONVERT,IMSIPRE,,"该参数在
“用户范围”
参数设置为
“IMSI_PREFIX(指定IMSI前缀)”
时，才需要配置。",intra_command_unparsed
UNC:LST IMSIAPNCONVERT,,UNC:LST IMSIAPNCONVERT,IMSI,,"该参数在
“用户范围”
参数设置为
“IMSI_RANGE(指定IMSI范围)”
时，才需要配置。",intra_command_unparsed
UNC:RMV IPV4GPMEM,,UNC:RMV IPV4GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:RMV IPV6GPMEM,,UNC:RMV IPV6GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:ADD IPV4GPMEM,,UNC:ADD IPV4GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:ADD IPV6GPMEM,,UNC:ADD IPV6GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:LST IPV4GPMEM,,UNC:LST IPV4GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:LST IPV6GPMEM,,UNC:LST IPV6GPMEM,IPGPID,,"“IP群组标识”已经通过
[**ADD IPGP**](../IP群组配置/增加IP群组(ADD IPGP)_18995796.md)
配置。",intra_command_unparsed
UNC:MOD PCSCFRESTOPLCY,,UNC:MOD PCSCFRESTOPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“HOME_USER(本网用户)”
或
“FOREIGN_USER(外网用户)”
后生效。",intra_command_unparsed
UNC:MOD PCSCFRESTOPLCY,,UNC:MOD PCSCFRESTOPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“指定IMSI前缀”
后生效。",intra_command_unparsed
UNC:MOD PCSCFRESTOPLCY,,UNC:MOD PCSCFRESTOPLCY,IMSI,,"该参数在
“用户范围”
参数配置为
“SPECIFIC_IMSI（特定IMSI）”
后生效。",intra_command_unparsed
UNC:RMV PCSCFRESTOPLCY,,UNC:RMV PCSCFRESTOPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“HOME_USER(本网用户)”
或
“FOREIGN_USER(外网用户)”
后生效。",intra_command_unparsed
UNC:RMV PCSCFRESTOPLCY,,UNC:RMV PCSCFRESTOPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“指定IMSI前缀”
后生效。",intra_command_unparsed
UNC:RMV PCSCFRESTOPLCY,,UNC:RMV PCSCFRESTOPLCY,IMSI,,"该参数在
“用户范围”
参数配置为
“SPECIFIC_IMSI（特定IMSI）”
后生效。",intra_command_unparsed
UNC:ADD PCSCFRESTOPLCY,,UNC:ADD PCSCFRESTOPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“HOME_USER(本网用户)”
或
“FOREIGN_USER(外网用户)”
后生效。",intra_command_unparsed
UNC:ADD PCSCFRESTOPLCY,,UNC:ADD PCSCFRESTOPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“IMSI_PREFIX（指定IMSI前缀）”
后生效。",intra_command_unparsed
UNC:ADD PCSCFRESTOPLCY,,UNC:ADD PCSCFRESTOPLCY,IMSI,,"该参数在
“用户范围”
参数配置为
“SPECIFIC_IMSI（特定IMSI）”
后生效。",intra_command_unparsed
UNC:LST PCSCFRESTOPLCY,,UNC:LST PCSCFRESTOPLCY,NOID,,"该参数在
“用户范围”
参数配置为
“HOME_USER(本网用户)”
或
“FOREIGN_USER(外网用户)”
后生效。",intra_command_unparsed
UNC:LST PCSCFRESTOPLCY,,UNC:LST PCSCFRESTOPLCY,IMSIPRE,,"该参数在
“用户范围”
参数配置为
“指定IMSI前缀”
后生效。",intra_command_unparsed
UNC:LST PCSCFRESTOPLCY,,UNC:LST PCSCFRESTOPLCY,IMSI,,"该参数在
“用户范围”
参数配置为
“SPECIFIC_IMSI（特定IMSI）”
后生效。",intra_command_unparsed
UNC:MOD PDPFILTERAPN,,UNC:MOD PDPFILTERAPN,IMSIPRE,,该参数在“用户范围”参数配置为“IMSI_PREFIX(指定IMSI前缀)”时生效。,intra_command_unparsed
UNC:RMV PDPFILTERAPN,,UNC:RMV PDPFILTERAPN,IMSIPRE,,该参数在“用户范围”参数配置为“IMSI_PREFIX(指定IMSI前缀)”时生效。,intra_command_unparsed
UNC:ADD PDPFILTERAPN,,UNC:ADD PDPFILTERAPN,IMSIPRE,,该参数在“用户范围”参数配置为“IMSI_PREFIX(指定IMSI前缀)”时生效。,intra_command_unparsed
UNC:LST PDPFILTERAPN,,UNC:LST PDPFILTERAPN,IMSIPRE,,该参数在“用户范围”参数配置为“IMSI_PREFIX(指定IMSI前缀)”时生效。,intra_command_unparsed
UNC:SET PDPFILTERCTL,,UNC:SET PDPFILTERCTL,PDPNUM,,"该参数在
“过滤开关”
配置为
“ON(开启)”
时生效。",intra_command_unparsed
UNC:SET GBSM,,UNC:SET GBSM,SM_BSS_PFT_T9,,"该参数在
“是否启用PFT”
参数设置为
“YES(是)”
时有效。",intra_command_unparsed
UNC:SET SMFUNC,,UNC:SET SMFUNC,PDPTYPE,,"该参数在
“IPv4v6双栈”
参数设置为
“NO(否)”
时，才需要配置。",intra_command_unparsed
UNC:SET SMFUNC,,UNC:SET SMFUNC,RETLOC,,"该参数在
“NetLoc功能开关”
参数配置为
“ON（开）”
后生效。",intra_command_unparsed
UNC:SET SMFUNC,,UNC:SET SMFUNC,ULITYPE,,"该参数在
“Netloc功能开关”
参数配置为
“ON（开）”
后生效。",intra_command_unparsed
UNC:SET SMFUNC,,UNC:SET SMFUNC,IMSREJCAUSE,,"该参数在
“IMS连接激活策略”
参数配置为
“REJECT（拒绝激活）”
后生效。",intra_command_unparsed
UNC:SET GBSMPROCTRL,,UNC:SET GBSMPROCTRL,ACTGGSNTMOUT,,"该参数在
“流程类型”
参数设置为
“激活流程”
时，才需要配置。",intra_command_unparsed
UNC:SET GBSMPROCTRL,,UNC:SET GBSMPROCTRL,ACTGGSNREJ,,"该参数在
“流程类型”
参数设置为
“激活流程”
时，才需要配置。",intra_command_unparsed
UNC:SET GBSMPROCTRL,,UNC:SET GBSMPROCTRL,MODGGSNREJ,,"该参数在
“流程类型”
参数设置为
“修改流程”
时，才需要配置。",intra_command_unparsed
UNC:SET GBSMPROCTRL,,UNC:SET GBSMPROCTRL,PFC,,"该参数在
“流程类型”
参数设置为
“PFC流程”
时，才需要配置。",intra_command_unparsed
UNC:SET GBSMPROCTRL,,UNC:SET GBSMPROCTRL,SUBQOSCMP,,"该参数在
“流程类型”
参数设置为
“HSS发起的签约QoS修改流程”
时，才需要配置。",intra_command_unparsed
UNC:SET IUSMPROCTRL,,UNC:SET IUSMPROCTRL,ACTGGSNTMOUT,,"该参数在
“流程类型”
参数设置为
“激活流程”
时，才需要配置。",intra_command_unparsed
UNC:SET IUSMPROCTRL,,UNC:SET IUSMPROCTRL,ACTGGSNREJ,,"该参数在
“流程类型”
参数设置为
“激活流程”
时，才需要配置。",intra_command_unparsed
UNC:SET IUSMPROCTRL,,UNC:SET IUSMPROCTRL,MODGGSNREJ,,"该参数在
“流程类型”
参数设置为
“修改流程”
时，才需要配置。",intra_command_unparsed
UNC:SET IUSMPROCTRL,,UNC:SET IUSMPROCTRL,RABMODFAILFLG,,"该参数在
“流程类型”
参数设置为
“修改流程”
时，才需要配置。",intra_command_unparsed
UNC:SET IUSMPROCTRL,,UNC:SET IUSMPROCTRL,PPU,,"该参数在
“流程类型”
参数设置为
“修改流程”
时，才需要配置。",intra_command_unparsed
